versao_schema;id_pedido;datahora_pedido_utc;status;nome_cliente;email_cliente;cidade_cliente;estado_cliente;id_produto;nome_produto;categoria_produto;nome_fornecedor;nome_fabricante;quantidade; preco_unitario ; desconto ; valor_bruto ; valor_liquido ;metodo_pagamento;datahora_pagamento_utc;em_atraso
v1;P0004535;2025-08-10T13:48:47.707687+00:00;entregue;Raul Pacheco;joao-lucas82@example.org;da Costa;AP;PRD005520;Antisséptico Bucal;Material de Expediente;Hospitalar Barros e Filhos;Distribuidora da Luz;5; R$ 739,38 ; R$ -   ; R$ 3.696,90 ; R$ 3.696,90 ;Cartão de Crédito;2025-08-11T13:48:47.707687+00:00;True
v1;P0004538;2025-06-16T12:48:47.707808+00:00;entregue;Gabriel da Mota;maysarezende@example.net;Correia de Casa Grande;DF;PRD000380;Antisséptico Bucal;Material de Expediente;Comercial Rodrigues e Filhos;Hospitalar Guerra Campos - EI;7; R$ 326,07 ; R$ -   ; R$ 2.282,49 ; R$ 2.282,49 ;Cartão de Crédito;2025-06-16T12:48:47.707808+00:00;False
v1;P0004552;2025-07-04T19:48:47.708499+00:00;devolvido;Isabel Barbosa;tnogueira@example.com;Nogueira;AC;PRD005337;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Hospitalar Souza Novais - EI;Hospitalar Guerra Campos - EI;5; R$ 324,79 ; R$ 0,10 ; R$ 1.623,95 ; R$ 1.461,56 ;Boleto Bancário;2025-07-05T19:48:47.708499+00:00;True
v1;P0004557;2025-08-10T00:48:47.708718+00:00;devolvido;Igor Moreira;danilo28@example.com;Mendes de Pastor;PI;PRD002217;Antisséptico Bucal;Odontologia;Comercial Rodrigues e Filhos;Farmacêutica Aragão - EI;4; R$ 214,58 ; R$ -   ; R$ 858,32 ; R$ 858,32 ;Cartão de Crédito;2025-08-10T00:48:47.708718+00:00;False
v1;P0004606;2025-04-24T05:48:47.710943+00:00;pedido;Laura Costa;caleb07@example.net;Caldeira das Pedras;MS;PRD005086;Antisséptico Bucal;Material de Expediente;Distribuidora Nascimento Siqueira S.A.;Fornecedora Souza Ltda.;1; R$ 744,17 ; R$ -   ; R$ 744,17 ; R$ 744,17 ;Boleto Bancário;2025-04-27T05:48:47.710943+00:00;True
v1;P0004661;2025-04-22T12:48:47.713322+00:00;pedido;Dom Fogaça;cribeiro@example.org;Rezende da Serra;RR;PRD004265;Antisséptico Bucal;Material Médico Hospitalar;Fornecedora Gomes - ME;Distribuidora Borges S.A.;4; R$ 121,18 ; R$ 0,10 ; R$ 484,72 ; R$ 436,25 ;Cartão de Crédito;2025-04-22T12:48:47.713322+00:00;False
v1;P0004688;2025-04-27T03:48:47.714601+00:00;devolvido;Luiza Caldeira;giovanna31@example.net;Pinto de Novaes;RJ;PRD003567;Antisséptico Bucal;Material Médico Hospitalar;Farmacêutica Sá S/A;Distribuidora Borges S.A.;6; R$ 272,80 ; R$ 0,10 ; R$ 1.636,80 ; R$ 1.473,12 ;PIX;2025-04-30T03:48:47.714601+00:00;True
v1;P0004692;2025-04-16T07:48:47.714767+00:00;pedido;André Alves;samuel86@example.com;Moraes da Mata;PB;PRD002357;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Distribuidora Santos e Filhos;Fornecedora Azevedo Peixoto S/A;8; R$ 398,74 ; R$ -   ; R$ 3.189,92 ; R$ 3.189,92 ;PIX;2025-04-23T07:48:47.714767+00:00;True
v1;P0004712;2025-04-29T04:48:47.715566+00:00;entregue;Daniel Monteiro;manuellacamara@example.net;Fogaça;RS;PRD003063;Antisséptico Bucal;Serviço de Higiene e Limpeza (SHL);Fornecedora Pastor Câmara S/A;Distribuidora Borges S.A.;3; R$ 705,68 ; R$ -   ; R$ 2.117,04 ; R$ 2.117,04 ;Boleto Bancário;2025-05-02T04:48:47.715566+00:00;True
v1;P0004720;2025-06-11T18:48:47.715931+00:00;enviado;Valentina Gomes;leonardofogaca@example.net;Lima do Galho;SC;PRD001550;Antisséptico Bucal;Medicamento;Fornecedora Vargas da Rocha S/A;Fornecedora Azevedo Peixoto S/A;4; R$ 168,87 ; R$ -   ; R$ 675,48 ; R$ 675,48 ;Boleto Bancário;2025-06-14T18:48:47.715931+00:00;True
v1;P0004730;2025-06-04T16:48:47.716418+00:00;enviado;Sra. Ana Liz Pires;esa@example.org;Borges de Cunha;RO;PRD007192;Antisséptico Bucal;Odontologia;Comercial Porto;Comercial Sá;8; R$ 735,88 ; R$ -   ; R$ 5.887,04 ; R$ 5.887,04 ;PIX;2025-06-05T16:48:47.716418+00:00;True
v1;P0004733;2025-05-24T04:48:47.716549+00:00;pedido;Pedro Rocha;davi53@example.com;Mendonça de Rocha;GO;PRD009627;Antisséptico Bucal;Material Médico Hospitalar;Comercial Novais S.A.;Fornecedora Barbosa Macedo - EI;2; R$ 250,99 ; R$ 0,15 ; R$ 501,98 ; R$ 426,68 ;Boleto Bancário;2025-05-27T04:48:47.716549+00:00;True
v1;P0004736;2025-08-07T04:48:47.716718+00:00;enviado;Srta. Manuella Duarte;sofiasousa@example.org;Aragão;SE;PRD002798;Antisséptico Bucal;Medicamento;Distribuidora Farias S/A;Distribuidora Martins;5; R$ 459,31 ; R$ 0,05 ; R$ 2.296,55 ; R$ 2.181,72 ;Boleto Bancário;2025-08-07T04:48:47.716718+00:00;False
v1;P0004747;2025-04-26T20:48:47.717191+00:00;entregue;Oliver Rezende;diegosiqueira@example.org;Pimenta da Mata;ES;PRD008169;Antisséptico Bucal;Material de Expediente;Distribuidora da Conceição Montenegro - EI;Fornecedora Souza Ltda.;2; R$ 683,74 ; R$ -   ; R$ 1.367,48 ; R$ 1.367,48 ;PIX;2025-04-26T20:48:47.717191+00:00;False
v1;P0004771;2025-06-24T23:48:47.718224+00:00;devolvido;Noah Moura;anthony70@example.com;Nogueira;BA;PRD001089;Antisséptico Bucal;Material de Expediente;Farmacêutica Peixoto Ltda.;Distribuidora Cassiano;7; R$ 68,22 ; R$ -   ; R$ 477,54 ; R$ 477,54 ;PIX;2025-07-01T23:48:47.718224+00:00;True
v1;P0004778;2025-06-13T20:48:47.718511+00:00;enviado;Dom da Costa;cauepimenta@example.com;Teixeira da Serra;AM;PRD005860;Antisséptico Bucal;Material Médico Hospitalar;Comercial Pereira e Filhos;Fornecedora Azevedo Peixoto S/A;5; R$ 315,38 ; R$ 0,05 ; R$ 1.576,90 ; R$ 1.498,06 ;Boleto Bancário;2025-06-14T20:48:47.718511+00:00;True
v1;P0004782;2025-05-26T17:48:47.718674+00:00;entregue;Brenda Aragão;hgoncalves@example.com;Câmara;PA;PRD006501;Antisséptico Bucal;Odontologia;Comercial Pastor;Distribuidora Leão e Filhos;2; R$ 557,59 ; R$ 0,15 ; R$ 1.115,18 ; R$ 947,90 ;PIX;2025-06-02T17:48:47.718674+00:00;True
v1;P0004784;2025-08-09T09:48:47.718841+00:00;pedido;Olivia Macedo;mrocha@example.org;Jesus dos Dourados;AL;PRD005676;Antisséptico Bucal;Serviço de Higiene e Limpeza (SHL);Comercial Cassiano e Filhos;Farmacêutica Aragão - EI;1; R$ 783,54 ; R$ 0,15 ; R$ 783,54 ; R$ 666,01 ;PIX;2025-08-12T09:48:47.718841+00:00;True
v1;P0004791;2025-05-27T21:48:47.719151+00:00;pedido;Dr. Pietro Teixeira;da-motaarthur-miguel@example.net;Nascimento;CE;PRD007974;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Distribuidora Fonseca Ltda.;Farmacêutica da Paz;3; R$ 337,76 ; R$ 0,15 ; R$ 1.013,28 ; R$ 861,29 ;Cartão de Crédito;2025-05-30T21:48:47.719151+00:00;True
v1;P0004794;2025-04-22T07:48:47.719280+00:00;pedido;Ravy Nascimento;vieirapietro@example.org;Fonseca;AM;PRD001416;Antisséptico Bucal;Odontologia;Farmacêutica Silva das Neves - ME;Hospitalar Araújo Moraes S/A;3; R$ 535,29 ; R$ 0,10 ; R$ 1.605,87 ; R$ 1.445,28 ;PIX;2025-04-22T07:48:47.719280+00:00;False
v1;P0004795;2025-07-09T04:48:47.719319+00:00;devolvido;Ana Vitória Santos;giovannapacheco@example.org;da Mota;PB;PRD007949;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Comercial Porto;Fornecedora Azevedo Peixoto S/A;5; R$ 795,12 ; R$ -   ; R$ 3.975,60 ; R$ 3.975,60 ;PIX;2025-07-12T04:48:47.719319+00:00;True
v1;P0004851;2025-06-06T09:48:47.721804+00:00;enviado;Sr. Daniel Guerra;lauracardoso@example.com;Andrade;MA;PRD007872;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Fornecedora Marques Abreu e Filhos;Hospitalar Azevedo;4; R$ 67,82 ; R$ -   ; R$ 271,28 ; R$ 271,28 ;Boleto Bancário;2025-06-07T09:48:47.721804+00:00;True
v1;P0004871;2025-04-16T20:48:47.723508+00:00;devolvido;José Pedro Duarte;ramosrebeca@example.org;Santos das Pedras;RO;PRD006081;Antisséptico Bucal;Odontologia;Farmacêutica Fonseca;Hospitalar Azevedo;7; R$ 287,29 ; R$ 0,05 ; R$ 2.011,03 ; R$ 1.910,48 ;Cartão de Crédito;2025-04-23T20:48:47.723508+00:00;True
v1;P0004872;2025-05-16T16:48:47.723550+00:00;pedido;Pedro Miguel Aparecida;miguelleao@example.org;da Rocha de Camargo;PR;PRD000642;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Distribuidora Alves S/A;Fornecedora Azevedo Peixoto S/A;8; R$ 349,78 ; R$ -   ; R$ 2.798,24 ; R$ 2.798,24 ;Boleto Bancário;2025-05-23T16:48:47.723550+00:00;True
v1;P0004874;2025-06-18T22:48:47.723636+00:00;devolvido;Anna Liz Correia;francisco76@example.org;Nogueira;AC;PRD005535;Antisséptico Bucal;Medicamento;Distribuidora Cassiano Freitas S.A.;Hospitalar Guerra Araújo S.A.;2; R$ 741,64 ; R$ -   ; R$ 1.483,28 ; R$ 1.483,28 ;Boleto Bancário;2025-06-21T22:48:47.723636+00:00;True
v1;P0004879;2025-07-06T18:48:47.723845+00:00;devolvido;Mateus da Paz;uda-mota@example.com;Garcia de da Luz;PB;PRD005083;Antisséptico Bucal;Medicamento;Distribuidora Campos;Farmacêutica da Paz;5; R$ 183,75 ; R$ 0,05 ; R$ 918,75 ; R$ 872,81 ;Boleto Bancário;2025-07-06T18:48:47.723845+00:00;False
v1;P0004929;2025-05-20T17:48:47.726150+00:00;enviado;Luísa Porto;santosrhavi@example.com;Lima;MS;PRD008879;Antisséptico Bucal;Medicamento;Comercial Rodrigues e Filhos;Hospitalar Correia Correia - EI;7; R$ 339,27 ; R$ -   ; R$ 2.374,89 ; R$ 2.374,89 ;PIX;2025-05-20T17:48:47.726150+00:00;False
v1;P0004938;2025-07-08T13:48:47.726516+00:00;enviado;Henry Gabriel Vieira;da-rosapaulo@example.com;Borges da Serra;PA;PRD000789;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Comercial Alves e Filhos;Fornecedora da Rocha Cunha S/A;3; R$ 314,54 ; R$ 0,10 ; R$ 943,62 ; R$ 849,26 ;Boleto Bancário;2025-07-15T13:48:47.726516+00:00;True
v1;P0004950;2025-07-26T10:48:47.727106+00:00;entregue;Oliver Almeida;mathias38@example.net;Pires;MA;PRD004033;Antisséptico Bucal;Material de Expediente;Comercial Pereira e Filhos;Distribuidora Montenegro da Luz S.A.;7; R$ 140,12 ; R$ 0,05 ; R$ 980,84 ; R$ 931,80 ;Boleto Bancário;2025-07-27T10:48:47.727106+00:00;True
v1;P0004956;2025-08-01T07:48:47.727397+00:00;entregue;Luigi Guerra;wviana@example.net;Cardoso de da Cruz;AL;PRD002237;Antisséptico Bucal;Medicamento;Hospitalar Sampaio Lima Ltda.;Comercial Albuquerque - ME;4; R$ 106,10 ; R$ 0,10 ; R$ 424,40 ; R$ 381,96 ;PIX;2025-08-01T07:48:47.727397+00:00;False
v1;P0004967;2025-07-21T04:48:47.728016+00:00;enviado;Maria Sophia Azevedo;pereirabruna@example.com;Rezende de Castro;PI;PRD003784;Antisséptico Bucal;Medicamento;Fornecedora Camargo;Fornecedora Montenegro;1; R$ 42,61 ; R$ -   ; R$ 42,61 ; R$ 42,61 ;Cartão de Crédito;2025-07-21T04:48:47.728016+00:00;False
v1;P0004968;2025-05-10T15:48:47.728063+00:00;pedido;Kamilly Araújo;fdias@example.net;Pimenta;AM;PRD009819;Antisséptico Bucal;Material de Expediente;Distribuidora Santos Azevedo S/A;Distribuidora Rocha e Filhos;4; R$ 790,50 ; R$ -   ; R$ 3.162,00 ; R$ 3.162,00 ;PIX;2025-05-10T15:48:47.728063+00:00;False
v1;P0004974;2025-05-28T14:48:47.728314+00:00;devolvido;Nicolas Jesus;wsousa@example.net;Azevedo das Flores;ES;PRD005847;Antisséptico Bucal;Odontologia;Fornecedora Camargo;Distribuidora Cassiano;1; R$ 395,91 ; R$ 0,10 ; R$ 395,91 ; R$ 356,32 ;Cartão de Crédito;2025-06-04T14:48:47.728314+00:00;True
v1;P0004988;2025-04-24T02:48:47.729218+00:00;entregue;Benício Porto;qda-cruz@example.org;Freitas Grande;DF;PRD009711;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Farmacêutica Rios da Mata e Filhos;Farmacêutica Jesus;5; R$ 698,04 ; R$ 0,10 ; R$ 3.490,20 ; R$ 3.141,18 ;PIX;2025-04-24T02:48:47.729218+00:00;False
v1;P0004992;2025-04-23T11:48:47.729547+00:00;devolvido;Sr. Lucca Porto;luiz-miguel56@example.org;Souza do Sul;PR;PRD006677;Antisséptico Bucal;Medicamento;Fornecedora Camargo;Comercial Marques;1; R$ 136,11 ; R$ 0,05 ; R$ 136,11 ; R$ 129,30 ;PIX;2025-04-24T11:48:47.729547+00:00;True
v1;P0000049;2025-05-20T19:48:47.500802+00:00;devolvido;João Miguel Sampaio;rbarbosa@example.org;Viana Verde;RO;PRD009068;Compressa de Algodão;Odontologia;Farmacêutica Câmara Azevedo Ltda.;Fornecedora da Rocha Cunha S/A;7; R$ 554,97 ; R$ 0,05 ; R$ 3.884,79 ; R$ 3.690,55 ;Cartão de Crédito;2025-05-20T19:48:47.500802+00:00;False
v1;P0000099;2025-08-10T08:48:47.503430+00:00;entregue;Juliana Alves;yagosampaio@example.com;Ferreira do Sul;CE;PRD005567;Compressa de Algodão;Medicamento;Distribuidora Porto;Comercial Cirino;1; R$ 489,15 ; R$ 0,05 ; R$ 489,15 ; R$ 464,69 ;Boleto Bancário;2025-08-10T08:48:47.503430+00:00;False
v1;P0000104;2025-07-22T09:48:47.503661+00:00;enviado;Lorena Aparecida;isabelapeixoto@example.org;Costela;MA;PRD008196;Compressa de Algodão;Medicamento;Farmacêutica Vargas;Farmacêutica Jesus;2; R$ 11,15 ; R$ 0,10 ; R$ 22,30 ; R$ 20,07 ;Cartão de Crédito;2025-07-23T09:48:47.503661+00:00;True
v1;P0000116;2025-05-23T03:48:47.504233+00:00;pedido;Srta. Milena Oliveira;aurorapereira@example.com;Araújo;PB;PRD006937;Compressa de Algodão;Medicamento;Comercial Moura;Distribuidora Sampaio;2; R$ 251,12 ; R$ 0,10 ; R$ 502,24 ; R$ 452,02 ;PIX;2025-05-23T03:48:47.504233+00:00;False
v1;P0000131;2025-04-24T17:48:47.504982+00:00;entregue;Sr. Arthur Dias;silvabruna@example.org;Andrade;MA;PRD002039;Compressa de Algodão;Odontologia;Fornecedora Camargo;Farmacêutica Pacheco Peixoto S/A;4; R$ 232,46 ; R$ -   ; R$ 929,84 ; R$ 929,84 ;Cartão de Crédito;2025-04-24T17:48:47.504982+00:00;False
v1;P0000135;2025-08-09T09:48:47.505144+00:00;enviado;Isabella Silva;analima@example.org;da Costa Verde;PA;PRD006001;Compressa de Algodão;Odontologia;Fornecedora Pastor Câmara S/A;Farmacêutica Jesus;3; R$ 679,69 ; R$ 0,10 ; R$ 2.039,07 ; R$ 1.835,16 ;Boleto Bancário;2025-08-09T09:48:47.505144+00:00;False
v1;P0000136;2025-06-26T23:48:47.505186+00:00;enviado;Bryan Moura;davi-luiz88@example.net;Gomes;PR;PRD008674;Compressa de Algodão;Odontologia;Farmacêutica Fonseca;Distribuidora da Luz;3; R$ 544,85 ; R$ 0,05 ; R$ 1.634,55 ; R$ 1.552,82 ;PIX;2025-06-26T23:48:47.505186+00:00;False
v1;P0000140;2025-05-03T22:48:47.505353+00:00;entregue;Ana Carolina da Rocha;caiovieira@example.org;Dias;MA;PRD009077;Compressa de Algodão;Odontologia;Farmacêutica Câmara Azevedo Ltda.;Farmacêutica Carvalho;4; R$ 634,69 ; R$ -   ; R$ 2.538,76 ; R$ 2.538,76 ;Boleto Bancário;2025-05-03T22:48:47.505353+00:00;False
v1;P0000147;2025-06-30T18:48:47.505645+00:00;entregue;Maria Clara Fonseca;cnunes@example.net;Rocha;PB;PRD005231;Compressa de Algodão;Odontologia;Fornecedora Nascimento;Farmacêutica Aragão - EI;7; R$ 389,98 ; R$ -   ; R$ 2.729,86 ; R$ 2.729,86 ;Boleto Bancário;2025-06-30T18:48:47.505645+00:00;False
v1;P0000161;2025-07-08T10:48:47.506391+00:00;devolvido;Maria Luiza da Rosa;sbarbosa@example.org;Macedo;PA;PRD006464;Compressa de Algodão;Material Médico Hospitalar;Hospitalar Souza Novais - EI;Farmacêutica Jesus;8; R$ 282,30 ; R$ 0,05 ; R$ 2.258,40 ; R$ 2.145,48 ;Cartão de Crédito;2025-07-11T10:48:47.506391+00:00;True
v1;P0000170;2025-05-30T14:48:47.506780+00:00;pedido;Davi Miguel Silva;maria-julia87@example.org;Duarte;RN;PRD004285;Compressa de Algodão;Material de Expediente;Farmacêutica Rodrigues Duarte S/A;Comercial Siqueira;5; R$ 763,46 ; R$ 0,05 ; R$ 3.817,30 ; R$ 3.626,43 ;Boleto Bancário;2025-06-02T14:48:47.506780+00:00;True
v1;P0000195;2025-05-01T02:48:47.507935+00:00;devolvido;Gabrielly Silva;gborges@example.com;Marques;BA;PRD001294;Compressa de Algodão;Odontologia;Farmacêutica Peixoto Ltda.;Distribuidora Barbosa - EI;4; R$ 497,73 ; R$ 0,05 ; R$ 1.990,92 ; R$ 1.891,37 ;PIX;2025-05-01T02:48:47.507935+00:00;False
v1;P0000250;2025-06-20T14:48:47.510407+00:00;entregue;Nicole da Conceição;lpires@example.org;Gonçalves do Sul;SC;PRD001276;Compressa de Algodão;Medicamento;Hospitalar Cardoso Ribeiro - ME;Comercial Siqueira;7; R$ 183,49 ; R$ -   ; R$ 1.284,43 ; R$ 1.284,43 ;PIX;2025-06-20T14:48:47.510407+00:00;False
v1;P0000252;2025-05-05T04:48:47.510485+00:00;enviado;Srta. Bella Nascimento;emanuellyduarte@example.org;Camargo de da Luz;RO;PRD007600;Compressa de Algodão;Serviço de Higiene e Limpeza (SHL);Farmacêutica Azevedo;Farmacêutica Aragão e Filhos;6; R$ 164,53 ; R$ 0,15 ; R$ 987,18 ; R$ 839,10 ;Boleto Bancário;2025-05-12T04:48:47.510485+00:00;True
v1;P0000265;2025-07-12T17:48:47.511040+00:00;pedido;Ana Liz da Mota;joaoda-cruz@example.org;da Cruz das Flores;PR;PRD006266;Compressa de Algodão;Odontologia;Distribuidora Campos;Fornecedora Rios Silva Ltda.;3; R$ 338,29 ; R$ 0,15 ; R$ 1.014,87 ; R$ 862,64 ;Cartão de Crédito;2025-07-15T17:48:47.511040+00:00;True
v1;P0000271;2025-05-06T10:48:47.511295+00:00;entregue;Srta. Liz Castro;francisco54@example.org;Rios da Serra;AL;PRD001188;Compressa de Algodão;Material de Expediente;Farmacêutica Vargas;Distribuidora Montenegro da Luz S.A.;1; R$ 122,43 ; R$ -   ; R$ 122,43 ; R$ 122,43 ;PIX;2025-05-09T10:48:47.511295+00:00;True
v1;P0000299;2025-04-29T18:48:47.512544+00:00;pedido;Thiago Carvalho;lbarbosa@example.net;Lopes;RO;PRD000120;Compressa de Algodão;Serviço de Higiene e Limpeza (SHL);Distribuidora da Mota Rios - ME;Hospitalar Azevedo;8; R$ 245,21 ; R$ 0,15 ; R$ 1.961,68 ; R$ 1.667,43 ;Cartão de Crédito;2025-04-30T18:48:47.512544+00:00;True
v1;P0000335;2025-05-14T17:48:47.514178+00:00;entregue;Aylla Barros;vitoria69@example.org;Gomes;TO;PRD001890;Compressa de Algodão;Serviço de Higiene e Limpeza (SHL);Comercial Araújo da Costa - EI;Distribuidora Montenegro da Luz S.A.;5; R$ 550,86 ; R$ -   ; R$ 2.754,30 ; R$ 2.754,30 ;Boleto Bancário;2025-05-14T17:48:47.514178+00:00;False
v1;P0000342;2025-04-27T16:48:47.514458+00:00;devolvido;Raquel Oliveira;landrade@example.com;Casa Grande das Flores;AL;PRD009382;Compressa de Algodão;Medicamento;Farmacêutica Fonseca;Comercial Marques;6; R$ 479,52 ; R$ 0,15 ; R$ 2.877,12 ; R$ 2.445,55 ;PIX;2025-04-27T16:48:47.514458+00:00;False
v1;P0000343;2025-07-24T00:48:47.514499+00:00;devolvido;Luísa Sales;carlos-eduardosouza@example.com;Freitas do Sul;MT;PRD001506;Compressa de Algodão;Material Médico Hospitalar;Comercial Pereira e Filhos;Fornecedora da Rocha Cunha S/A;3; R$ 418,88 ; R$ 0,15 ; R$ 1.256,64 ; R$ 1.068,14 ;Cartão de Crédito;2025-07-27T00:48:47.514499+00:00;True
v1;P0000344;2025-06-06T22:48:47.514542+00:00;pedido;Leonardo da Mota;rsampaio@example.org;Carvalho;MA;PRD001879;Compressa de Algodão;Odontologia;Farmacêutica Rodrigues Duarte S/A;Fornecedora Freitas da Paz S.A.;6; R$ 238,39 ; R$ 0,15 ; R$ 1.430,34 ; R$ 1.215,79 ;Boleto Bancário;2025-06-09T22:48:47.514542+00:00;True
v1;P0000355;2025-08-01T07:48:47.515396+00:00;devolvido;Bianca Mendes;fernandesyuri@example.net;da Mota Paulista;RS;PRD005420;Compressa de Algodão;Material Médico Hospitalar;Farmacêutica Rodrigues Duarte S/A;Farmacêutica Caldeira;5; R$ 538,99 ; R$ 0,05 ; R$ 2.694,95 ; R$ 2.560,20 ;Cartão de Crédito;2025-08-08T07:48:47.515396+00:00;True
v1;P0000357;2025-07-13T06:48:47.515499+00:00;devolvido;Luiza Rodrigues;benjamimrezende@example.com;da Luz das Pedras;MG;PRD004533;Compressa de Algodão;Material Médico Hospitalar;Farmacêutica Sá S/A;Distribuidora da Luz;7; R$ 139,07 ; R$ 0,05 ; R$ 973,49 ; R$ 924,82 ;Cartão de Crédito;2025-07-20T06:48:47.515499+00:00;True
v1;P0000381;2025-06-07T15:48:47.516600+00:00;enviado;Eloá Farias;luna94@example.net;Freitas;TO;PRD000590;Compressa de Algodão;Material Médico Hospitalar;Comercial Alves e Filhos;Distribuidora Martins;1; R$ 628,25 ; R$ 0,15 ; R$ 628,25 ; R$ 534,01 ;PIX;2025-06-07T15:48:47.516600+00:00;False
v1;P0000386;2025-05-18T15:48:47.516813+00:00;entregue;Stephany Sales;lopestheo@example.com;Ribeiro das Flores;BA;PRD006757;Compressa de Algodão;Serviço de Higiene e Limpeza (SHL);Farmacêutica Macedo;Fornecedora Brito Brito e Filhos;5; R$ 58,71 ; R$ -   ; R$ 293,55 ; R$ 293,55 ;Boleto Bancário;2025-05-18T15:48:47.516813+00:00;False
v1;P0000392;2025-05-19T07:48:47.517058+00:00;pedido;Dr. Luiz Otávio Silva;gcamargo@example.net;Abreu;MT;PRD005331;Compressa de Algodão;Serviço de Higiene e Limpeza (SHL);Distribuidora Nunes Silva Ltda.;Fornecedora Barbosa Macedo - EI;6; R$ 552,92 ; R$ -   ; R$ 3.317,52 ; R$ 3.317,52 ;Boleto Bancário;2025-05-20T07:48:47.517058+00:00;True
v1;P0000397;2025-06-16T14:48:47.517270+00:00;entregue;Rafaela Moraes;luiz-felipesiqueira@example.org;Gomes;RO;PRD005914;Compressa de Algodão;Serviço de Higiene e Limpeza (SHL);Comercial Pastor - EI;Hospitalar Abreu;5; R$ 383,85 ; R$ -   ; R$ 1.919,25 ; R$ 1.919,25 ;Cartão de Crédito;2025-06-16T14:48:47.517270+00:00;False
v1;P0000404;2025-07-27T21:48:47.517566+00:00;pedido;Gustavo Sá;fogacamarcela@example.org;Souza;RS;PRD000575;Compressa de Algodão;Serviço de Nutrição e Dietética (SND);Distribuidora Fonseca Ltda.;Distribuidora Leão e Filhos;5; R$ 357,31 ; R$ -   ; R$ 1.786,55 ; R$ 1.786,55 ;Boleto Bancário;2025-07-27T21:48:47.517566+00:00;False
v1;P0000425;2025-05-25T15:48:47.518675+00:00;entregue;Isis Correia;cirinocaue@example.net;Ramos de Novaes;AP;PRD000804;Compressa de Algodão;Material Médico Hospitalar;Hospitalar Nogueira Cardoso e Filhos;Distribuidora Rocha e Filhos;7; R$ 528,05 ; R$ 0,15 ; R$ 3.696,35 ; R$ 3.141,90 ;PIX;2025-05-28T15:48:47.518675+00:00;True
v1;P0000428;2025-06-02T14:48:47.518812+00:00;devolvido;Maria Clara Dias;acavalcante@example.com;Viana;ES;PRD001728;Compressa de Algodão;Material de Expediente;Farmacêutica Peixoto Ltda.;Hospitalar Guerra Campos - EI;4; R$ 458,17 ; R$ -   ; R$ 1.832,68 ; R$ 1.832,68 ;PIX;2025-06-05T14:48:47.518812+00:00;True
v1;P0000453;2025-07-14T18:48:47.519860+00:00;enviado;Rafaela da Cunha;catarina62@example.net;Souza;ES;PRD000427;Compressa de Algodão;Medicamento;Comercial Araújo da Costa - EI;Farmacêutica Carvalho;5; R$ 486,46 ; R$ 0,15 ; R$ 2.432,30 ; R$ 2.067,45 ;Boleto Bancário;2025-07-14T18:48:47.519860+00:00;False
v1;P0000467;2025-05-20T15:48:47.520540+00:00;enviado;Gustavo da Conceição;theopinto@example.com;Vasconcelos;AM;PRD007460;Compressa de Algodão;Medicamento;Comercial Cassiano;Distribuidora Sampaio;3; R$ 539,31 ; R$ 0,15 ; R$ 1.617,93 ; R$ 1.375,24 ;Cartão de Crédito;2025-05-27T15:48:47.520540+00:00;True
v1;P0000482;2025-05-25T20:48:47.521192+00:00;pedido;Davi Lucas Siqueira;theodorosouza@example.net;Costela;CE;PRD003384;Compressa de Algodão;Serviço de Higiene e Limpeza (SHL);Farmacêutica Fonseca;Distribuidora da Luz;3; R$ 222,54 ; R$ -   ; R$ 667,62 ; R$ 667,62 ;PIX;2025-05-28T20:48:47.521192+00:00;True
v1;P0000493;2025-07-05T19:48:47.521672+00:00;entregue;Mirella Pinto;sda-mata@example.net;Correia de Duarte;AC;PRD007122;Compressa de Algodão;Medicamento;Fornecedora da Conceição S/A;Fornecedora Brito Brito e Filhos;4; R$ 168,50 ; R$ 0,05 ; R$ 674,00 ; R$ 640,30 ;Boleto Bancário;2025-07-12T19:48:47.521672+00:00;True
v1;P0000494;2025-08-06T02:48:47.521717+00:00;pedido;Benicio Nascimento;cirinogustavo@example.com;Cardoso dos Dourados;SC;PRD000013;Compressa de Algodão;Medicamento;Comercial Carvalho;Distribuidora Fogaça;7; R$ 678,87 ; R$ 0,05 ; R$ 4.752,09 ; R$ 4.514,49 ;PIX;2025-08-09T02:48:47.521717+00:00;True
v1;P0000498;2025-06-09T00:48:47.521942+00:00;devolvido;Srta. Maria Isis Vargas;vda-cruz@example.org;Marques;SC;PRD006303;Compressa de Algodão;Material Médico Hospitalar;Distribuidora Porto;Hospitalar Guerra Campos - EI;7; R$ 500,48 ; R$ 0,10 ; R$ 3.503,36 ; R$ 3.153,02 ;Boleto Bancário;2025-06-12T00:48:47.521942+00:00;True
