versao_schema;id_pedido;datahora_pedido_utc;status;nome_cliente;email_cliente;cidade_cliente;estado_cliente;id_produto;nome_produto;categoria_produto;nome_fornecedor;nome_fabricante;quantidade;preco_unitario;desconto;valor_bruto;valor_liquido;metodo_pagamento;datahora_pagamento_utc;em_atraso
v1;P0000899;2019-10-14T20:35:41.614147+00:00;entregue;Vicente Ramos;gomesana-liz@example.com;Peixoto;AC;PRD003407;Esparadrapo 10cm;Medicamento;Hospitalar Barros e Filhos;Distribuidora Fogaça;5;213,29;0,0;1066,45;1066,45;Cartão de Crédito;2019-10-15T20:35:41.614147+00:00;True
v1;P0000900;2021-05-16T12:22:58.347704+00:00;devolvido;Marcos Vinicius Vargas;theofreitas@example.org;Borges;AC;PRD005137;Antisséptico Bucal;Material Médico Hospitalar;Distribuidora Porto;Distribuidora Sampaio;2;391,78;0,0;783,56;783,56;PIX;2021-05-17T12:22:58.347704+00:00;True
v1;P0000901;2025-05-30T09:13:16.518956+00:00;entregue;Ana Albuquerque;matheus13@example.org;Silveira;CE;PRD005681;Sabonete Antisséptico;Serviço de Higiene e Limpeza (SHL);Distribuidora da Mota Rios - ME;Comercial Sá;3;529,43;0,15;1588,29;1350,05;PIX;2025-05-30T09:13:16.518956+00:00;False
v1;P0000902;2025-09-16T05:05:31.740121+00:00;pedido;Oliver Moraes;duarteayla@example.net;Pinto;DF;PRD008781;Paracetamol 500mg;Serviço de Higiene e Limpeza (SHL);Farmacêutica da Luz Moura - EI;Comercial Cirino;3;419,79;0,05;1259,37;1196,4;PIX;2025-09-16T05:05:31.740121+00:00;False
v1;P0000903;2018-03-16T09:08:39.013087+00:00;enviado;Maria Laura Lima;da-conceicaopaulo@example.org;Duarte da Serra;AC;PRD001367;Agulha 25x7;Serviço de Nutrição e Dietética (SND);Comercial Casa Grande;Distribuidora da Luz;6;96,26;0,0;577,56;577,56;PIX;2018-03-16T09:08:39.013087+00:00;False
v1;P0000904;2024-06-20T08:46:22.372332+00:00;devolvido;Luara Albuquerque;dcunha@example.org;Ribeiro;TO;PRD007144;Esparadrapo 10cm;Material Médico Hospitalar;Distribuidora Azevedo;Fornecedora Barbosa Macedo - EI;2;282,1;0,15;564,2;479,57;PIX;2024-06-21T08:46:22.372332+00:00;True
v1;P0000905;2024-02-10T00:21:29.328675+00:00;entregue;Léo Aparecida;cunhajuliana@example.com;Caldeira de Silva;PI;PRD002714;Luva Cirúrgica G;Material de Expediente;Hospitalar Barros e Filhos;Hospitalar Guerra Campos - EI;5;769,69;0,0;3848,45;3848,45;Cartão de Crédito;2024-02-13T00:21:29.328675+00:00;True
v1;P0000906;2025-03-29T21:01:20.707041+00:00;pedido;Eloá da Cunha;peixotoaylla@example.net;Rocha Grande;MT;PRD009949;Esparadrapo 10cm;Odontologia;Fornecedora Fogaça;Distribuidora Barbosa - EI;7;479,08;0,05;3353,56;3185,88;Cartão de Crédito;2025-04-01T21:01:20.707041+00:00;True
v1;P0000907;2023-04-25T03:49:21.081212+00:00;entregue;Liam Rios;vazevedo@example.org;Garcia de Moraes;RS;PRD009615;Termômetro Digital;Serviço de Nutrição e Dietética (SND);Hospitalar Nogueira Cardoso e Filhos;Comercial Marques;6;718,83;0,0;4312,98;4312,98;Cartão de Crédito;2023-04-25T03:49:21.081212+00:00;False
v1;P0000908;2025-03-18T20:24:37.766341+00:00;enviado;Srta. Sarah Pastor;da-conceicaoasafe@example.net;das Neves;ES;PRD005861;Máscara Descartável;Medicamento;Comercial Pereira e Filhos;Farmacêutica Aragão - EI;7;28,8;0,0;201,6;201,6;Cartão de Crédito;2025-03-19T20:24:37.766341+00:00;True
v1;P0000909;2017-03-02T01:49:51.964034+00:00;pedido;Sra. Isabelly Pinto;araujojoao-guilherme@example.com;da Rocha de Costa;BA;PRD005388;Luva Cirúrgica G;Odontologia;Fornecedora Pastor Câmara S/A;Distribuidora Cassiano;3;624,71;0,0;1874,13;1874,13;PIX;2017-03-09T01:49:51.964034+00:00;True
v1;P0000910;2021-05-23T18:35:08.464937+00:00;pedido;Gabrielly Ramos;da-costalivia@example.net;Carvalho Paulista;MT;PRD009190;Álcool 70%;Material de Expediente;Hospitalar Nogueira Cardoso e Filhos;Distribuidora Rocha e Filhos;2;311,54;0,15;623,08;529,62;Boleto Bancário;2021-05-23T18:35:08.464937+00:00;False
v1;P0000911;2022-05-13T08:27:22.053372+00:00;enviado;Ana Cecília Moreira;sramos@example.org;Siqueira;MT;PRD003229;Amoxicilina 500mg;Odontologia;Farmacêutica Azevedo;Farmacêutica Jesus;7;547,29;0,1;3831,03;3447,93;Cartão de Crédito;2022-05-13T08:27:22.053372+00:00;False
v1;P0000912;2020-12-05T13:58:01.679902+00:00;devolvido;Sr. Gustavo Nogueira;riostheo@example.net;Pereira;MG;PRD003873;Paracetamol 500mg;Serviço de Nutrição e Dietética (SND);Farmacêutica Carvalho Sousa S/A;Distribuidora Barbosa - EI;7;99,81;0,1;698,67;628,8;PIX;2020-12-05T13:58:01.679902+00:00;False
v1;P0000913;2018-06-21T02:03:52.167502+00:00;pedido;Luna Cirino;apires@example.org;Azevedo de Correia;AL;PRD005527;Paracetamol 500mg;Medicamento;Distribuidora Fonseca Ltda.;Farmacêutica Caldeira;8;231,07;0,1;1848,56;1663,7;Cartão de Crédito;2018-06-24T02:03:52.167502+00:00;True
v1;P0000914;2022-12-25T18:32:17.979454+00:00;entregue;Cecília Costela;fernandocavalcanti@example.net;da Costa;PE;PRD008090;Amoxicilina 500mg;Odontologia;Comercial Souza;Distribuidora Leão e Filhos;5;223,37;0,05;1116,85;1061,01;Cartão de Crédito;2022-12-28T18:32:17.979454+00:00;True
v1;P0000915;2019-12-17T09:45:57.164500+00:00;pedido;Paulo Silveira;kdas-neves@example.net;da Cruz;PA;PRD000170;Agulha 25x7;Medicamento;Fornecedora Carvalho Moraes - ME;Hospitalar Guerra Campos - EI;2;675,25;0,15;1350,5;1147,92;PIX;2019-12-17T09:45:57.164500+00:00;False
v1;P0000916;2025-03-30T06:51:30.968168+00:00;pedido;Josué da Rosa;manuela34@example.com;Fonseca;MG;PRD000860;Álcool 70%;Medicamento;Distribuidora Ferreira;Comercial Siqueira;3;74,97;0,05;224,91;213,66;Cartão de Crédito;2025-04-02T06:51:30.968168+00:00;True
v1;P0000917;2025-02-18T13:19:07.418736+00:00;entregue;Eloah Melo;glima@example.net;Teixeira Grande;TO;PRD002790;Agulha 25x7;Serviço de Higiene e Limpeza (SHL);Farmacêutica Peixoto Ltda.;Hospitalar Correia Correia - EI;2;214,66;0,15;429,32;364,92;PIX;2025-02-19T13:19:07.418736+00:00;True
v1;P0000918;2025-07-20T02:44:10.164015+00:00;devolvido;Alícia Teixeira;flima@example.com;Novaes;SC;PRD002004;Máscara Descartável;Serviço de Higiene e Limpeza (SHL);Comercial Araújo da Costa - EI;Fornecedora Rios Silva Ltda.;6;690,21;0,15;4141,26;3520,07;Cartão de Crédito;2025-07-21T02:44:10.164015+00:00;True
v1;P0000919;2021-07-14T07:17:37.775099+00:00;entregue;José Miguel Garcia;ddas-neves@example.com;Novais do Amparo;AP;PRD001356;Compressa de Algodão;Serviço de Higiene e Limpeza (SHL);Farmacêutica Andrade Dias - ME;Distribuidora Borges S.A.;6;619,25;0,1;3715,5;3343,95;Boleto Bancário;2021-07-14T07:17:37.775099+00:00;False
v1;P0000920;2019-02-11T21:33:05.862603+00:00;enviado;Sr. Ravy Costa;mateusabreu@example.org;Mendonça das Flores;PA;PRD007670;Esparadrapo 10cm;Material Médico Hospitalar;Hospitalar Barros e Filhos;Farmacêutica Caldeira;2;64,74;0,1;129,48;116,53;Cartão de Crédito;2019-02-11T21:33:05.862603+00:00;False
v1;P0000921;2023-09-18T03:02:01.599456+00:00;entregue;Maria Fernanda Gomes;pdas-neves@example.net;Jesus;AL;PRD007438;Agulha 25x7;Serviço de Higiene e Limpeza (SHL);Comercial Garcia S/A;Farmacêutica Carvalho;4;652,13;0,15;2608,52;2217,24;PIX;2023-09-18T03:02:01.599456+00:00;False
v1;P0000922;2025-06-19T14:25:53.333604+00:00;enviado;Matheus Nunes;mathiasteixeira@example.com;Vargas da Praia;PE;PRD006556;Luva Cirúrgica G;Medicamento;Comercial Casa Grande;Hospitalar Guerra Campos - EI;6;311,53;0,1;1869,18;1682,26;PIX;2025-06-22T14:25:53.333604+00:00;True
v1;P0000923;2024-06-13T18:40:42.099798+00:00;devolvido;Sra. Maria Eduarda Sampaio;rezendehelena@example.com;da Cruz;PR;PRD001755;Seringa 5ml;Material Médico Hospitalar;Farmacêutica Carvalho Sousa S/A;Distribuidora Leão e Filhos;5;761,44;0,15;3807,2;3236,12;PIX;2024-06-13T18:40:42.099798+00:00;False
v1;P0000924;2023-05-02T19:07:28.833041+00:00;pedido;Luiz Miguel Pires;sampaiojuan@example.com;Rodrigues de Casa Grande;GO;PRD009016;Dipirona 1g;Serviço de Nutrição e Dietética (SND);Comercial Montenegro Caldeira e Filhos;Distribuidora Borges S.A.;5;27,73;0,15;138,65;117,85;PIX;2023-05-02T19:07:28.833041+00:00;False
v1;P0000925;2022-06-28T20:44:05.733023+00:00;entregue;Enrico Albuquerque;vargasfrancisco@example.net;Gonçalves Verde;AP;PRD006058;Seringa 5ml;Medicamento;Comercial Rodrigues e Filhos;Hospitalar Guerra Campos - EI;7;404,24;0,15;2829,68;2405,23;PIX;2022-06-29T20:44:05.733023+00:00;True
v1;P0000926;2024-03-01T15:31:48.531046+00:00;devolvido;Esther Lima;leticiada-cunha@example.net;Montenegro da Prata;RO;PRD008497;Termômetro Digital;Medicamento;Comercial Novais S.A.;Hospitalar Guerra Araújo S.A.;5;155,61;0,0;778,05;778,05;PIX;2024-03-04T15:31:48.531046+00:00;True
v1;P0000927;2024-01-24T03:23:06.333121+00:00;pedido;Lorena Siqueira;usa@example.org;Porto;RJ;PRD008718;Seringa 5ml;Serviço de Nutrição e Dietética (SND);Distribuidora Nascimento Siqueira S.A.;Fornecedora Freitas da Paz S.A.;4;96,57;0,0;386,28;386,28;Boleto Bancário;2024-01-24T03:23:06.333121+00:00;False
v1;P0000928;2021-06-22T03:16:45.173938+00:00;entregue;Sr. João Felipe Souza;isabellasampaio@example.com;Cavalcante;TO;PRD008112;Luva Cirúrgica G;Material Médico Hospitalar;Farmacêutica Rios da Mata e Filhos;Fornecedora Souza Ltda.;7;316,57;0,0;2215,99;2215,99;Boleto Bancário;2021-06-29T03:16:45.173938+00:00;True
v1;P0000929;2024-11-13T17:11:13.977160+00:00;enviado;Agatha Brito;vasconceloslara@example.net;Rezende da Mata;SC;PRD008245;Sabonete Antisséptico;Material de Expediente;Farmacêutica Pacheco;Hospitalar Guerra Araújo S.A.;5;566,15;0,05;2830,75;2689,21;PIX;2024-11-13T17:11:13.977160+00:00;False
v1;P0000930;2021-02-13T05:59:54.880979+00:00;enviado;Eloá Cavalcanti;marcelo23@example.com;Montenegro;AM;PRD000208;Sabonete Antisséptico;Odontologia;Farmacêutica Sá S/A;Distribuidora Fogaça;6;546,75;0,0;3280,5;3280,5;PIX;2021-02-14T05:59:54.880979+00:00;True
v1;P0000931;2024-08-09T08:09:37.522358+00:00;entregue;Hadassa Cirino;dantesouza@example.org;da Luz;PA;PRD007763;Paracetamol 500mg;Odontologia;Farmacêutica Andrade Dias - ME;Distribuidora da Luz;5;705,6;0,0;3528,0;3528,0;PIX;2024-08-09T08:09:37.522358+00:00;False
v1;P0000932;2024-08-10T20:44:11.551660+00:00;enviado;Bianca Porto;emanuelda-rocha@example.org;Campos Paulista;AP;PRD008606;Luva Cirúrgica M;Material Médico Hospitalar;Comercial Teixeira Fernandes S/A;Farmacêutica Caldeira;1;656,05;0,15;656,05;557,64;Cartão de Crédito;2024-08-10T20:44:11.551660+00:00;False
v1;P0000933;2025-12-16T14:26:32.257948+00:00;devolvido;Sr. Isaac Mendes;wrocha@example.org;Araújo;GO;PRD004153;Compressa de Algodão;Odontologia;Comercial da Cruz;Fornecedora Souza Ltda.;6;364,83;0,05;2188,98;2079,53;Cartão de Crédito;2025-12-16T14:26:32.257948+00:00;False
v1;P0000934;2023-07-14T19:13:46.495285+00:00;pedido;Asafe Brito;rebecavieira@example.org;Pereira do Galho;SP;PRD002423;Termômetro Digital;Material Médico Hospitalar;Comercial Pires;Fornecedora Souza Ltda.;6;713,64;0,15;4281,84;3639,56;Cartão de Crédito;2023-07-14T19:13:46.495285+00:00;False
v1;P0000935;2022-09-08T18:38:37.874595+00:00;pedido;Ryan Melo;liz55@example.net;Dias de Goiás;MS;PRD003175;Esparadrapo 10cm;Material de Expediente;Comercial Garcia S/A;Distribuidora da Luz;1;199,27;0,1;199,27;179,34;Boleto Bancário;2022-09-15T18:38:37.874595+00:00;True
v1;P0000936;2020-12-22T08:18:40.244458+00:00;entregue;Maria Liz Garcia;fogacabianca@example.org;Marques;RR;PRD005426;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Fornecedora Marques Abreu e Filhos;Distribuidora da Luz;8;789,93;0,15;6319,44;5371,52;Cartão de Crédito;2020-12-29T08:18:40.244458+00:00;True
v1;P0000937;2024-09-18T19:43:48.064775+00:00;pedido;Cecilia Alves;mouraalana@example.net;Freitas;PB;PRD007101;Antisséptico Bucal;Serviço de Higiene e Limpeza (SHL);Hospitalar Vieira Rodrigues - ME;Farmacêutica da Paz;4;37,67;0,15;150,68;128,08;PIX;2024-09-21T19:43:48.064775+00:00;True
v1;P0000938;2023-06-03T16:11:47.805617+00:00;entregue;Olívia Moraes;mribeiro@example.org;Almeida da Praia;AL;PRD009144;Luva Cirúrgica M;Serviço de Nutrição e Dietética (SND);Hospitalar Barros e Filhos;Farmacêutica da Paz;1;401,65;0,0;401,65;401,65;PIX;2023-06-03T16:11:47.805617+00:00;False
v1;P0000939;2021-06-12T10:55:30.552026+00:00;pedido;Sra. Melina da Conceição;vguerra@example.net;Ferreira;PA;PRD000871;Sabonete Antisséptico;Serviço de Nutrição e Dietética (SND);Comercial Alves e Filhos;Hospitalar Guerra Campos - EI;5;17,4;0,0;87,0;87,0;Cartão de Crédito;2021-06-15T10:55:30.552026+00:00;True
v1;P0000940;2022-08-14T09:43:40.297319+00:00;enviado;Beatriz Siqueira;mda-rocha@example.org;Moreira;RJ;PRD001409;Álcool 70%;Material Médico Hospitalar;Fornecedora Fogaça;Hospitalar Guerra Campos - EI;1;44,67;0,0;44,67;44,67;Boleto Bancário;2022-08-14T09:43:40.297319+00:00;False
v1;P0000941;2023-06-19T10:28:44.291177+00:00;enviado;Dra. Ana Beatriz Cardoso;fvieira@example.com;Cavalcante de Machado;AM;PRD006328;Termômetro Digital;Odontologia;Comercial Teixeira Fernandes S/A;Hospitalar Abreu;2;236,19;0,0;472,38;472,38;Cartão de Crédito;2023-06-19T10:28:44.291177+00:00;False
v1;P0000942;2024-08-08T20:01:17.371757+00:00;enviado;Ágatha da Costa;otaviocavalcante@example.net;Caldeira;PA;PRD003268;Álcool 70%;Material Médico Hospitalar;Fornecedora Marques Abreu e Filhos;Comercial Albuquerque - ME;5;142,78;0,1;713,9;642,51;PIX;2024-08-08T20:01:17.371757+00:00;False
v1;P0000943;2024-01-06T19:20:04.153414+00:00;devolvido;Srta. Elisa Duarte;rvargas@example.org;Rios do Amparo;RO;PRD008942;Luva Cirúrgica M;Odontologia;Comercial Montenegro Caldeira e Filhos;Farmacêutica Caldeira;5;247,47;0,05;1237,35;1175,48;PIX;2024-01-13T19:20:04.153414+00:00;True
v1;P0000944;2025-09-28T10:25:01.065425+00:00;entregue;Davi Luiz Nascimento;yborges@example.net;Câmara Verde;SP;PRD007673;Compressa de Algodão;Odontologia;Comercial Almeida;Fornecedora Azevedo Peixoto S/A;8;556,84;0,15;4454,72;3786,51;Cartão de Crédito;2025-10-05T10:25:01.065425+00:00;True
v1;P0000945;2018-01-31T03:14:37.064674+00:00;pedido;Ana Luiza Ramos;gabriela68@example.com;Câmara;GO;PRD002303;Gaze Estéril;Material Médico Hospitalar;Fornecedora da Conceição S/A;Hospitalar da Luz Gonçalves S.A.;8;27,0;0,15;216,0;183,6;Cartão de Crédito;2018-02-01T03:14:37.064674+00:00;True
v1;P0000946;2025-07-04T21:04:38.256749+00:00;devolvido;João Vitor Borges;borgescarolina@example.net;Souza;AM;PRD002063;Esparadrapo 10cm;Material de Expediente;Comercial Alves e Filhos;Distribuidora Leão e Filhos;3;498,61;0,15;1495,83;1271,46;Boleto Bancário;2025-07-04T21:04:38.256749+00:00;False
v1;P0000947;2018-12-23T16:54:22.761485+00:00;pedido;Maria Eduarda Cardoso;gabrielly90@example.com;Pastor;PI;PRD005463;Seringa 5ml;Serviço de Nutrição e Dietética (SND);Fornecedora Pastor Câmara S/A;Distribuidora da Luz;8;672,16;0,0;5377,28;5377,28;Boleto Bancário;2018-12-30T16:54:22.761485+00:00;True
v1;P0000948;2024-11-25T00:19:30.499737+00:00;pedido;Mathias Lima;emanuella28@example.net;Caldeira;MG;PRD003359;Agulha 25x7;Serviço de Higiene e Limpeza (SHL);Farmacêutica Azevedo;Farmacêutica Carvalho;6;692,13;0,0;4152,78;4152,78;PIX;2024-12-02T00:19:30.499737+00:00;True
v1;P0000949;2024-10-19T04:59:53.916062+00:00;devolvido;Vitor Gabriel Marques;joao-vitor43@example.com;Casa Grande de Peixoto;MA;PRD003288;Seringa 5ml;Medicamento;Comercial Alves e Filhos;Comercial Cirino;3;244,21;0,05;732,63;696,0;Boleto Bancário;2024-10-19T04:59:53.916062+00:00;False
v1;P0000950;2021-04-23T01:05:25.384064+00:00;pedido;Arthur Gabriel Peixoto;ana-luiza81@example.com;Pires de Cunha;PR;PRD008287;Antisséptico Bucal;Odontologia;Fornecedora Câmara;Hospitalar Correia Correia - EI;2;418,26;0,0;836,52;836,52;Cartão de Crédito;2021-04-24T01:05:25.384064+00:00;True
v1;P0000951;2025-04-05T21:22:23.041780+00:00;entregue;Marcos Vinicius Araújo;leandro33@example.net;Vasconcelos;CE;PRD007194;Seringa 5ml;Odontologia;Comercial Pires;Distribuidora Fogaça;7;389,56;0,0;2726,92;2726,92;PIX;2025-04-08T21:22:23.041780+00:00;True
v1;P0000952;2020-12-03T23:13:28.557237+00:00;enviado;Maria Júlia da Rosa;augustonovaes@example.com;Lima do Amparo;MS;PRD007801;Sabonete Antisséptico;Serviço de Nutrição e Dietética (SND);Hospitalar Souza Novais - EI;Farmacêutica Caldeira;3;655,75;0,0;1967,25;1967,25;Boleto Bancário;2020-12-10T23:13:28.557237+00:00;True
v1;P0000953;2022-12-02T06:13:31.081169+00:00;pedido;Maria Júlia Barbosa;alexia38@example.com;Cardoso;MT;PRD007601;Termômetro Digital;Odontologia;Comercial Pires;Distribuidora Fogaça;8;297,03;0,05;2376,24;2257,43;Cartão de Crédito;2022-12-09T06:13:31.081169+00:00;True
v1;P0000954;2017-04-09T04:51:15.616782+00:00;pedido;Ana Júlia Santos;maria-cecilia29@example.org;Sampaio de Mendes;MA;PRD007282;Amoxicilina 500mg;Serviço de Nutrição e Dietética (SND);Fornecedora Garcia S/A;Distribuidora Leão e Filhos;8;100,5;0,1;804,0;723,6;Boleto Bancário;2017-04-09T04:51:15.616782+00:00;False
v1;P0000955;2022-09-04T04:44:33.132036+00:00;enviado;Gustavo Henrique Cunha;antonyfonseca@example.net;Rocha;SE;PRD005715;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Comercial Pastor;Fornecedora Barbosa Macedo - EI;8;225,14;0,0;1801,12;1801,12;Boleto Bancário;2022-09-07T04:44:33.132036+00:00;True
v1;P0000956;2022-07-14T16:58:02.842620+00:00;enviado;Marcos Vinicius Lima;danielbrito@example.com;Cavalcanti de Aragão;AM;PRD004560;Gaze Estéril;Odontologia;Comercial Pastor;Distribuidora da Luz;3;284,73;0,15;854,19;726,06;Cartão de Crédito;2022-07-21T16:58:02.842620+00:00;True
v1;P0000957;2024-01-25T18:26:44.606469+00:00;entregue;Maitê Pastor;ocassiano@example.net;da Cruz do Norte;AM;PRD002120;Soro Fisiológico 0,9%;Serviço de Higiene e Limpeza (SHL);Fornecedora da Conceição S/A;Fornecedora Souza Ltda.;8;486,64;0,0;3893,12;3893,12;Boleto Bancário;2024-01-28T18:26:44.606469+00:00;True
v1;P0000958;2025-05-26T01:19:14.862243+00:00;enviado;Miguel Mendonça;luiz-felipe61@example.com;da Mota dos Dourados;MS;PRD001581;Seringa 5ml;Odontologia;Distribuidora Fonseca Ltda.;Distribuidora Cassiano;7;58,72;0,0;411,04;411,04;PIX;2025-05-26T01:19:14.862243+00:00;False
v1;P0000959;2024-11-03T20:37:09.606687+00:00;devolvido;Dante Camargo;camposmariana@example.net;Almeida;RJ;PRD001054;Amoxicilina 500mg;Serviço de Higiene e Limpeza (SHL);Distribuidora Azevedo;Hospitalar Correia Correia - EI;4;88,82;0,0;355,28;355,28;PIX;2024-11-04T20:37:09.606687+00:00;True
v1;P0000960;2024-03-26T02:29:44.931171+00:00;enviado;Pietra da Mota;vieiraluiz-miguel@example.com;Ramos de Sampaio;PA;PRD005261;Seringa 5ml;Material de Expediente;Distribuidora Cassiano Freitas S.A.;Fornecedora Montenegro;2;356,02;0,05;712,04;676,44;PIX;2024-03-26T02:29:44.931171+00:00;False
v1;P0000961;2023-03-27T19:15:33.953621+00:00;enviado;Davi Lucas Brito;davi-lucas82@example.com;Gonçalves;PI;PRD003296;Luva Cirúrgica M;Odontologia;Farmacêutica Silva das Neves - ME;Farmacêutica Aragão e Filhos;4;160,6;0,1;642,4;578,16;PIX;2023-03-27T19:15:33.953621+00:00;False
v1;P0000962;2021-04-20T01:34:09.628635+00:00;pedido;Vitória Mendonça;moreirastephany@example.net;Sá;SP;PRD005891;Termômetro Digital;Serviço de Higiene e Limpeza (SHL);Distribuidora Campos;Distribuidora Rocha e Filhos;1;505,15;0,0;505,15;505,15;Cartão de Crédito;2021-04-20T01:34:09.628635+00:00;False
v1;P0000963;2023-08-10T05:10:35.163826+00:00;devolvido;Dante Cirino;anthonynovais@example.com;Campos do Norte;BA;PRD008205;Compressa de Algodão;Serviço de Nutrição e Dietética (SND);Farmacêutica Jesus;Comercial Albuquerque - ME;3;547,48;0,15;1642,44;1396,07;PIX;2023-08-10T05:10:35.163826+00:00;False
v1;P0000964;2025-06-29T00:16:42.887614+00:00;pedido;Gabrielly Rezende;ericknovais@example.com;Barros;AM;PRD002083;Gaze Estéril;Medicamento;Distribuidora Aparecida;Fornecedora Rios Silva Ltda.;2;353,91;0,1;707,82;637,04;PIX;2025-07-02T00:16:42.887614+00:00;True
v1;P0000965;2017-12-01T06:03:04.398682+00:00;entregue;Letícia Fonseca;laviniaribeiro@example.org;da Rosa;AL;PRD006396;Compressa de Algodão;Medicamento;Distribuidora Santos Azevedo S/A;Farmacêutica da Paz;1;483,18;0,05;483,18;459,02;PIX;2017-12-01T06:03:04.398682+00:00;False
v1;P0000966;2023-08-18T18:40:21.438102+00:00;pedido;Laís Ribeiro;kcarvalho@example.com;Moreira da Praia;RN;PRD008944;Seringa 5ml;Serviço de Higiene e Limpeza (SHL);Distribuidora Fonseca Ltda.;Hospitalar Abreu;4;683,29;0,15;2733,16;2323,19;Boleto Bancário;2023-08-19T18:40:21.438102+00:00;True
v1;P0000967;2021-11-14T21:38:45.810099+00:00;pedido;Sophia Costela;ribeirocaio@example.org;Correia;BA;PRD002282;Luva Cirúrgica G;Serviço de Higiene e Limpeza (SHL);Farmacêutica Sá S/A;Comercial Siqueira;1;30,66;0,1;30,66;27,59;PIX;2021-11-14T21:38:45.810099+00:00;False
v1;P0000968;2025-08-14T01:35:27.891593+00:00;pedido;Henrique Carvalho;elisada-mota@example.org;Barbosa da Prata;GO;PRD005666;Dipirona 1g;Odontologia;Distribuidora da Mota Rios - ME;Fornecedora Freitas da Paz S.A.;8;62,96;0,15;503,68;428,13;PIX;2025-08-21T01:35:27.891593+00:00;True
v1;P0000969;2024-10-26T11:44:44.260243+00:00;pedido;Mateus Rezende;isabellymarques@example.org;Rocha das Pedras;RR;PRD008136;Máscara Descartável;Material de Expediente;Hospitalar Vieira Rodrigues - ME;Hospitalar Guerra Campos - EI;8;757,55;0,05;6060,4;5757,38;Cartão de Crédito;2024-10-26T11:44:44.260243+00:00;False
v1;P0000970;2017-11-12T18:37:00.252905+00:00;pedido;Vitor Gabriel Costela;piresvitor-gabriel@example.net;Silva;MS;PRD003214;Esparadrapo 10cm;Material de Expediente;Farmacêutica Carvalho Sousa S/A;Comercial Albuquerque - ME;5;626,33;0,0;3131,65;3131,65;Cartão de Crédito;2017-11-12T18:37:00.252905+00:00;False
v1;P0000971;2024-09-07T11:17:34.314248+00:00;devolvido;Sophia Pereira;larissacassiano@example.com;Garcia do Sul;RN;PRD009003;Agulha 25x7;Medicamento;Comercial Porto;Hospitalar Correia Correia - EI;1;312,76;0,1;312,76;281,48;Boleto Bancário;2024-09-08T11:17:34.314248+00:00;True
v1;P0000972;2023-03-25T10:02:44.103376+00:00;enviado;Breno da Mata;nascimentohenry@example.net;Azevedo Alegre;RS;PRD003801;Dipirona 1g;Serviço de Higiene e Limpeza (SHL);Comercial da Cruz;Hospitalar Jesus Mendonça - ME;6;284,67;0,05;1708,02;1622,62;Cartão de Crédito;2023-03-25T10:02:44.103376+00:00;False
v1;P0000973;2025-06-27T21:42:48.096759+00:00;pedido;Luiz Miguel Farias;joao-vitor34@example.org;Garcia;ES;PRD001255;Amoxicilina 500mg;Material Médico Hospitalar;Comercial Porto;Fornecedora Barbosa Macedo - EI;1;792,8;0,0;792,8;792,8;Cartão de Crédito;2025-06-27T21:42:48.096759+00:00;False
v1;P0000974;2024-06-26T10:53:25.133041+00:00;entregue;Bella Viana;cavalcantisara@example.net;Pastor do Amparo;AM;PRD002125;Esparadrapo 10cm;Odontologia;Distribuidora Aparecida;Distribuidora Rocha e Filhos;1;254,73;0,15;254,73;216,52;PIX;2024-06-26T10:53:25.133041+00:00;False
v1;P0000975;2023-08-07T10:48:25.875932+00:00;entregue;Marcela Sampaio;vitor-hugo91@example.org;Dias;SP;PRD003609;Antisséptico Bucal;Material de Expediente;Comercial Souza;Farmacêutica Aragão - EI;5;751,0;0,0;3755,0;3755,0;Boleto Bancário;2023-08-14T10:48:25.875932+00:00;True
v1;P0000976;2023-10-15T21:26:23.089780+00:00;entregue;Emilly Ferreira;lmendes@example.org;Albuquerque do Galho;RR;PRD008870;Seringa 5ml;Medicamento;Hospitalar Vieira Rodrigues - ME;Fornecedora Azevedo Peixoto S/A;5;695,83;0,0;3479,15;3479,15;Boleto Bancário;2023-10-15T21:26:23.089780+00:00;False
v1;P0000977;2025-08-25T15:06:22.508736+00:00;enviado;Davi Lucas Casa Grande;vnunes@example.com;Silveira;RS;PRD004996;Luva Cirúrgica G;Medicamento;Hospitalar Novaes;Comercial Cirino;8;227,43;0,0;1819,44;1819,44;PIX;2025-08-28T15:06:22.508736+00:00;True
v1;P0000978;2025-10-24T22:46:57.734526+00:00;devolvido;Sr. Otto Santos;ccirino@example.com;Montenegro de da Paz;GO;PRD000553;Álcool 70%;Serviço de Nutrição e Dietética (SND);Distribuidora Farias S/A;Fornecedora Montenegro;4;560,18;0,1;2240,72;2016,65;Cartão de Crédito;2025-10-24T22:46:57.734526+00:00;False
v1;P0000979;2022-11-13T09:02:04.818386+00:00;devolvido;Stephany Silva;ana-lauraporto@example.org;Jesus Alegre;AP;PRD006302;Antisséptico Bucal;Medicamento;Distribuidora Nascimento Siqueira S.A.;Distribuidora Borges S.A.;2;52,48;0,15;104,96;89,22;Cartão de Crédito;2022-11-13T09:02:04.818386+00:00;False
